"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019996710294211,-0.0199868431247968,0.0199704043342432,-0.0199474036554501,0.0199178547048712,-0.019881774972917,0.0198391858116276,-0.0197901124196262,0.0197345838243638,-0.0196726328616693,0.0196042961526205,-0.0195296140777531,0.0194486307486292,-0.0193613939767848,0.0192679552400823
0.0399736862495937,-0.0398948073109001,0.0397635499458341,-0.0395802248392523,0.0393452657233386,-0.0390592281555062,0.0387227879535695,-0.038336739292985,0.0379019924719977,-0.0374195713515456,0.0368906104777679,-0.036316351895934,0.0356981416655483,-0.035037426087295,0.0343357476533656
0.0599112130027296,-0.0596453249187511,0.0592037514730913,-0.0585888422332594,0.057803865720247,-0.0568529887079966,0.055741249854149,-0.0544745278439011,0.0530595042665051,-0.0515036214800484,0.0498150357544056,-0.0480025660144123,0.0460756385351288,-0.0440442279683415,0.0419187951039861
0.0797896146218003,-0.0791604496785047,0.0781184563110125,-0.07667347858597,0.0748391427030911,-0.0726327037918681,0.07007485217459,-0.0671894814670856,0.0640034213525497,-0.0605461382912526,0.0568494078144068,-0.052946962389064,0.0488741191283668,-0.0446673918541768,0.0403640921941684
0.0995892735243561,-0.0983631643083466,0.0963397762004116,-0.0935489283788639,0.0900316316157106,-0.085839369133414,0.0810331958009755,-0.0756826728640657,0.0698646585066434,-0.0636619772367581,0.0571619933236173,-0.0504551152427105,0.0436332592774484,-0.0367883010571774,0.0300105438719035
0.119290649837502,-0.117177684466519,0.113705977415993,-0.108949055687802,0.103007242960097,-0.0960051320288245,0.0880884559366831,-0.079420443583596,0.0701777594792615,-0.0605461382912526,0.0507158326521559,-0.0408769971018442,0.0312151319427266,-0.02190670816742,0.0131150885744462
0.138874300681393,-0.135529757837493,0.130062916326348,-0.122630991305532,0.113446474121366,-0.102769865259464,0.090900805562848,-0.0781679357448094,0.0649178600991368,-0.0515036214800484,0.0382731099242112,-0.0255578261953233,0.013662404186098,-0.00285526330354239,-0.00663928490162376
0.158320899357009,-0.15334695717194,0.145265407583736,-0.134378962934171,0.121092276582505,-0.105893924778128,0.0893347837083536,-0.0720038490216184,0.0545026628024589,-0.0374195713515456,0.021305033539367,-0.00664913455181668,-0.00613766266321541,0.0167396692095027,-0.0249463809010304
0.177611254419274,-0.17055896612399,0.159178512799515,-0.144007698043237,0.125756385311958,-0.105266639218892,0.0834658201274616,-0.0613154956527662,0.039759265784425,-0.0196726328616693,0.00181788275401918,0.0131934082797508,-0.0249281407862056,0.0331482744037234,-0.0378154913737886
0.196726328616693,-0.187097856757728,0.171678738266828,-0.151365345728131,0.127323954473516,-0.100910230485421,0.0735766021143548,-0.046774464189432,0.0218584809574104,-7.79634366503875e-18,-0.0178842116924266,0.031182976126288,-0.039618170369268,0.043247241636609,-0.0424413181578388
0.215647257678825,-0.202898357627723,0.182655131099487,-0.156335871489619,0.125756385311958,-0.0929790265289526,0.060143458452332,-0.0292944211166297,0.00222185669935677,0.0196726328616693,-0.0354717044526403,0.0447929876447238,-0.0477913774488579,0.0451142739509538,-0.0378154913737886
0.234355368933037,-0.217898111375604,0.192010264057649,-0.158840887167192,0.121092276582505,-0.0817539942036883,0.04381341633484,-0.00997370182772502,-0.0175912110396677,0.0374195713515456,-0.0488650774306077,0.0521119571632063,-0.0481033450737289,0.0383939894097632,-0.0249463809010304
0.252832199732179,-0.232037920826064,0.199661100318891,-0.158840887167192,0.113446474121366,-0.0676327858759077,0.0253730363456105,0.00997370182772504,-0.0360073144689636,0.0515036214800484,-0.0564807188031957,0.0521119571632063,-0.0405027574557169,0.0243655665891414,-0.00663928490162375
0.271059515674987,-0.245261982611065,0.205539730518927,-0.156335871489619,0.103007242960097,-0.0511156523906467,0.00571052660708479,0.0292944211166297,-0.0515639824057919,0.0605461382912526,-0.0574181668466685,0.0447929876447238,-0.0262398409421523,0.00569925818727143,0.0131150885744462
0.289019328601235,-0.257518107400242,0.20959397551993,-0.151365345728131,0.0900316316157106,-0.0327877214361155,-0.0142270390749081,0.046774464189432,-0.0630258189563143,0.0636619772367581,-0.0515665791460753,0.0311829761262879,-0.00766071334802736,-0.0140518806154781,0.0300105438719036
0.30669391434388,-0.268757925868343,0.211787849556256,-0.144007698043237,0.0748391427030911,-0.0132982691036334,-0.0334793384190054,0.0613154956527662,-0.0694826095509417,0.0605461382912526,-0.039617838431928,0.0131934082797508,0.01217853071977,-0.0311283016250863,0.0403640921941684
0.324065830220673,-0.278937079586858,0.212101879646645,-0.134378962934171,0.0578038657202469,0.00666228104159898,-0.0511190560085464,0.0720038490216184,-0.0704216034759372,0.0515036214800484,-0.0229847454301981,-0.00664913455181673,0.0300145191522341,-0.042279578199922,0.0419187951039861
0.34111793224798,-0.288015396086473,0.210533278437785,-0.122630991305532,0.0393452657233387,0.0263868165595016,-0.0662965488074467,0.0781679357448094,-0.0657682327554343,0.0374195713515456,-0.00363397147723578,-0.0255578261953234,0.0429133968595166,-0.0453831106191977,0.0343357476533656
0.357833392059825,-0.295957047399454,0.207095968945051,-0.108949055687802,0.0199178547048712,0.0451765859458311,-0.0782807704712088,0.079420443583596,-0.0558920337904128,0.0196726328616693,0.0161464776744795,-0.0408769971018442,0.0487534177910335,-0.039848154226694,0.0192679552400823
0.374195713515456,-0.302730691456263,0.201820460970842,-0.0935489283788639,1.55926873300775e-17,0.0623659522525759,-0.0864944832732179,0.0756826728640657,-0.0415773015017173,1.55926873300775e-17,0.0340177921377687,-0.0504551152427105,0.0465739525317327,-0.026728265251104,1.55926873300775e-17
0.390188748979043,-0.308309595778391,0.19475358029741,-0.07667347858597,-0.0199178547048712,0.0773459736086879,-0.0905420616119193,0.0671894814670856,-0.0239608064087584,-0.0196726328616693,0.0478668951749382,-0.052946962389064,0.0367335029537343,-0.00852076070267869,-0.0192679552400823
0.405796715255446,-0.312671742979238,0.185958053057905,-0.0585888422332593,-0.0393452657233387,0.0895859752894475,-0.0902285479019077,0.054474527843901,-0.00444152069439929,-0.0374195713515456,0.0560562901415256,-0.0480025660144122,0.020850731974999,0.0113086356683579,-0.0343357476533656
0.421004209166324,-0.315799917656677,0.175511948974773,-0.0395802248392523,-0.0578038657202469,0.0986523491331514,-0.0855690429938106,0.038336739292985,0.0154304778534882,-0.0515036214800484,0.0576176755712214,-0.036316351895934,0.00153820848417008,0.0289854796611033,-0.0419187951039861
